"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Dispositivo de la impresión",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,1.94,30,1.0333333333333,31,,,,,64.66666667,,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,3.13,82,1.109756097561,91,,,,,38.17073171,,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,41.4,400,1.0575,423,6,2,actions:onsite_conversion.lead_grouped,20.7,103.5,6.9,2,2,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.17,5,1,5,1,,,,34,0.17,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,57.36,563,1.0905861456483,614,6,1,actions:onsite_conversion.lead_grouped,57.36,101.88277087,9.56,1,1,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.3,4,1,4,,,,,75,,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.38,3,1,3,,,,,126.66666667,,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.04,1,1,1,,,,,40,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,85.54,1358,1.0184094256259,1383,10,,,,62.98969072,8.554,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,1.03,14,1,14,,,,,73.57142857,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.06,3,1,3,,,,,20,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,83.57,1516,1.0098944591029,1531,9,3,actions:onsite_conversion.lead_grouped,27.856666666667,55.12532982,9.28555556,3,3,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,2.96,16,1,16,1,,,,185,2.96,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,2.03,14,1,14,1,1,actions:onsite_conversion.lead_grouped,2.03,145,2.03,1,1,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,17.05,70,1,70,1,,,,243.57142857,17.05,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,4.21,35,1.0285714285714,36,,,,,120.28571429,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,1.13,41,1.219512195122,50,1,,,,27.56097561,1.13,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.38,62,1.0322580645161,64,1,,,,22.25806452,1.38,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.5,9,1.1111111111111,10,,,,,55.55555556,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.01,2,1,2,,,,,5,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.03,1,1,1,,,,,30,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,1.54,69,1.0144927536232,70,,,,,22.31884058,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,4.38,192,1.0416666666667,200,1,,,,22.8125,4.38,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,47.66,435,1.1011494252874,479,5,,,,109.56321839,9.532,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.17,6,1,6,,,,,28.33333333,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,54.23,751,1.0679094540613,802,9,,,,72.21038615,6.02555556,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.35,15,1,15,,,,,90,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.65,8,1,8,,,,,81.25,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.19,5,1,5,,,,,238,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,93.9,1313,1.014470677837,1332,11,1,actions:onsite_conversion.lead_grouped,93.9,71.5156131,8.53636364,1,1,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.71,15,1,15,,,,,47.33333333,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.13,4,1,4,,,,,32.5,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,75.83,1288,1.0100931677019,1301,16,2,actions:onsite_conversion.lead_grouped,37.915,58.8742236,4.739375,2,2,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.94,9,1,9,,,,,104.44444444,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.24,10,1,10,,,,,24,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,7.13,51,1,51,,,,,139.80392157,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,16.35,58,1,58,2,1,actions:onsite_conversion.lead_grouped,16.35,281.89655172,8.175,1,1,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.47,16,1,16,,,,,29.375,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.98,21,1,21,1,1,actions:onsite_conversion.lead_grouped,0.98,46.66666667,0.98,1,1,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.52,4,1,4,,,,,130,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.03,2,1,2,,,,,15,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,3.42,109,1.045871559633,114,1,,,,31.37614679,3.42,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,7.34,196,1.0663265306122,209,2,,,,37.44897959,3.67,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,51.36,423,1.113475177305,471,7,1,actions:onsite_conversion.lead_grouped,51.36,121.41843972,7.33714286,1,1,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,1.22,6,1,6,,,,,203.33333333,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,52.31,552,1.088768115942,601,2,1,actions:onsite_conversion.lead_grouped,52.31,94.76449275,26.155,1,1,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.89,7,1.2857142857143,9,,,,,127.14285714,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.06,2,1,2,,,,,30,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.04,2,1,2,,,,,20,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,84.83,970,1.0216494845361,991,9,2,actions:onsite_conversion.lead_grouped,42.415,87.45360825,9.42555556,2,2,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.31,8,1,8,,,,,38.75,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,66.55,842,1.0083135391924,849,13,1,actions:onsite_conversion.lead_grouped,66.55,79.03800475,5.11923077,1,1,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.68,7,1,7,,,,,97.14285714,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.71,11,1,11,,,,,64.54545455,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,16.51,70,1.0285714285714,72,,,,,235.85714286,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,13.69,59,1.0169491525424,60,,,,,232.03389831,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.71,17,1,17,,,,,41.76470588,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.69,15,1,15,,,,,46,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.31,5,1.2,6,,,,,62,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,4.16,80,1.0625,85,4,,,,52,1.04,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,3.48,124,1.0645161290323,132,1,,,,28.06451613,3.48,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,66.35,548,1.0948905109489,600,6,1,actions:onsite_conversion.lead_grouped,66.35,121.07664234,11.05833333,1,1,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.54,5,1,5,,,,,108,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,68.53,707,1.0961810466761,775,10,,,,96.93069307,6.853,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.89,7,1.2857142857143,9,,,,,127.14285714,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.39,1,1,1,,,,,390,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.37,1,1,1,,,,,370,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,69.62,778,1.0192802056555,793,5,1,actions:onsite_conversion.lead_grouped,69.62,89.48586118,13.924,1,1,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.66,8,1,8,,,,,82.5,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.02,2,1,2,,,,,10,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,46.64,659,1.01062215478,666,8,,,,70.77389985,5.83,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,1.67,11,1,11,,,,,151.81818182,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.35,7,1,7,,,,,50,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,10.62,58,1.0344827586207,60,1,,,,183.10344828,10.62,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.31,2,1,2,2,,,,155,0.155,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.04,1,1,1,,,,,40,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,10.12,45,1,45,,,,,224.88888889,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.21,14,1,14,,,,,15,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.3,12,1,12,,,,,25,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.06,4,1.25,5,,,,,15,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.2,5,1,5,,,,,40,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.02,3,1,3,,,,,6.66666667,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,5.15,101,1.009900990099,102,,,,,50.99009901,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,5.12,179,1.0446927374302,187,,,,,28.60335196,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPod,2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,92.38,700,1.0742857142857,752,6,1,actions:onsite_conversion.lead_grouped,92.38,131.97142857,15.39666667,1,1,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.96,14,1,14,1,,,,68.57142857,0.96,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,61.35,868,1.0599078341014,920,13,,,,70.6797235,4.71923077,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,2.88,27,1.1111111111111,30,,,,,106.66666667,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,4.33,4,1,4,,,,,1082.5,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.02,1,1,1,,,,,20,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,65.4,702,1.0213675213675,717,7,1,actions:onsite_conversion.lead_grouped,65.4,93.16239316,9.34285714,1,1,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.52,7,1,7,,,,,74.28571429,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.41,3,1,3,,,,,136.66666667,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,78.51,767,1.013037809648,777,7,1,actions:onsite_conversion.lead_grouped,78.51,102.35984355,11.21571429,1,1,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,1.51,7,1,7,,,,,215.71428571,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.1,17,1,17,1,,,,64.70588235,1.1,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,18.9,118,1.0169491525424,120,2,,,,160.16949153,9.45,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.43,1,1,1,,,,,430,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,15.92,101,1,101,,,,,157.62376238,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.6,18,1,18,,,,,33.33333333,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.65,13,1,13,,,,,50,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.02,4,1,4,,,,,5,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.18,2,1,2,,,,,90,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,2.21,68,1.0147058823529,69,,,,,32.5,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,6.47,163,1.0674846625767,174,2,,,,39.69325153,3.235,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,64.3,500,1.098,549,4,,,,128.6,16.075,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.05,3,1,3,,,,,16.66666667,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,67.51,653,1.0888208269525,711,7,,,,103.38437979,9.64428571,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,2.57,10,1,10,1,,,,257,2.57,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,1.11,8,1,8,,,,,138.75,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.4,1,1,1,,,,,400,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPod,2020-05-01,2020-05-31,0.15,1,1,1,,,,,150,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,51.81,594,1.0185185185185,605,2,,,,87.22222222,25.905,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,1.66,7,1,7,,,,,237.14285714,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.11,2,1,2,,,,,55,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,59.22,834,1.0107913669065,843,7,1,actions:onsite_conversion.lead_grouped,59.22,71.00719424,8.46,1,1,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,1.13,10,1,10,,,,,113,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPad,2020-05-01,2020-05-31,0.23,1,1,1,,,,,230,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.78,22,1,22,1,,,,80.90909091,1.78,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,30.83,120,1.025,123,3,,,,256.91666667,10.27666667,,,,,
